title,recipe_link,img_link,ingredients,yield,nutrients,meal_type,subregion,region,total_calories,total_protein,total_fat,total_carb
Jill's Summer Sangria,https://www.allrecipes.com/recipe/60911/jills-summer-sangria/,https://www.allrecipes.com/thmb/uzW0Jiet0Iv3hurRzhvQ9kCtjzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8232837-57a7ece46c194668a1a534d7ca6e2c82.jpg,"['2 (750 milliliter) bottles red wine', '2 cups rum', '2 cups orange juice', '1 cup white sugar', '1 pint fresh strawberries, sliced', '1 (20 ounce) can pineapple chunks in juice', '1 (10 ounce) jar maraschino cherries, drained', '2 cups rum', '2 cups orange juice']",20 servings,{},drinks,spanish,european,4513.49,13.16,4.1000000000000005,589.19
Jim's Apple Raisin Pound Cake with Praline Glaze,https://www.allrecipes.com/recipe/216915/jims-apple-raisin-pound-cake-with-praline-glaze/,https://www.allrecipes.com/thmb/_weV2taeRLqjwj_TUpZmCDIav0Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6416865-1da9513caaed4cd7bfb37a4f1fc036c8.jpg,"['3 cups all-purpose flour', '1 teaspoon baking soda', '2 teaspoons ground allspice', '1 teaspoon salt', '1.5 cups vegetable oil', '2 cups white sugar', '4 eggs', '3 cups apples - peeled, cored and shredded', '1 cup chopped pecans', '1 cup raisins', '0.5 cup white sugar', '0.5 cup light brown sugar', '0.5 cup half-and-half cream', '0.25 teaspoon salt', '0.5 cup butter, softened', '1 cup chopped pecans', '0.25 teaspoon vanilla extract']",20 servings,"{'calories': '492 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '52 mg', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '7 g', 'sodiumContent': '260 mg', 'sugarContent': '35 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",dessert,state_ky,usa,9951.76,94.63,612.8800000000001,1087.1700000000003
Jim's Pork Chorizo,https://www.allrecipes.com/recipe/21797/jims-pork-chorizo/,https://www.allrecipes.com/thmb/dFZl0Mt0s4jxi6s9m4CmsuMeN6U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/971017-38be98918fa84b0abcfef77f3d2b23c6.jpg,"['2 pounds ground pork', '2 teaspoons salt', '4 tablespoons chili powder', '0.25 teaspoon ground cloves', '2 tablespoons paprika', '2 cloves garlic, crushed', '1 teaspoon dried oregano', '3.5 tablespoons cider vinegar']",6 servings,"{'calories': '338 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '98 mg', 'fiberContent': '3 g', 'proteinContent': '28 g', 'saturatedFatContent': '8 g', 'sodiumContent': '907 mg', 'sugarContent': '1 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",,state_nv,usa,2848.8700000000003,239.87,194.95,27.18
Jimmy Carter Dessert,https://www.allrecipes.com/recipe/12439/jimmy-carter-dessert/,https://www.allrecipes.com/thmb/Z6noPF3apT5YjY7OfvfVyfU2BB0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4575453-9cfce4084f6d47c49ccd842dc6014bb2.jpg,"['1.5 cups graham cracker crumbs', '0.25 cup white sugar', '0.33333298563957 cup butter, melted', '1 (8 ounce) package cream cheese', '0.33333298563957 cup peanut butter', '2 (8 ounce) containers frozen whipped topping, thawed', ""1 cup confectioners' sugar"", '1 (3.4 ounce) package instant vanilla pudding mix', '1 (3.9 ounce) package instant chocolate pudding mix', '3 cups milk', '0.25 cup chopped peanuts', '0.125 cup grated semisweet chocolate']",16 servings,"{'calories': '369 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '29 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '13 g', 'sodiumContent': '350 mg', 'sugarContent': '32 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",,state_dc,usa,5770.77,86.77,352.21,600.13
Jimmy's Mexican Pizza,https://www.allrecipes.com/recipe/53075/jimmys-mexican-pizza/,https://www.allrecipes.com/thmb/IRVraMClRzATle_iHjipNiLuwO8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8179668-816c90a1096444a0b6f1caae7debd95d.jpg,"['0.5 pound ground beef', '1 medium onion, diced', '1 clove garlic, minced', '1 tablespoon chili powder', '1 teaspoon ground cumin', '0.5 teaspoon paprika', '0.5 teaspoon black pepper', '0.5 teaspoon salt', '1 (16 ounce) can refried beans', '4 (10 inch) flour tortillas', '0.5 cup salsa', '1 cup shredded Cheddar cheese', '1 cup shredded Monterey Jack cheese', '2 green onions, chopped', '2 roma (plum) tomatoes, diced', '0.25 cup thinly sliced jalapeno pepper', '0.25 cup sour cream']",8 servings,"{'calories': '370 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '56 mg', 'fiberContent': '5 g', 'proteinContent': '20 g', 'saturatedFatContent': '10 g', 'sodiumContent': '848 mg', 'sugarContent': '3 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",main,italian,european,2812.11,162.77,148.0,211.18
Jo's Mountain Mush,https://www.allrecipes.com/recipe/21272/jos-mountain-mush/,https://www.allrecipes.com/thmb/T_vYfnyoEjKg2kmFKIFGyJaXGvQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/999029-324461b9089a42c5805bab3932182043.jpg,"['8 beef frankfurters', '3 red potatoes, cubed', '2 (15 ounce) cans baked beans', 'salt and pepper to taste', '1 teaspoon hot pepper sauce, or to taste']",6 servings,"{'calories': '460 kcal', 'carbohydrateContent': '50 g', 'cholesterolContent': '40 mg', 'fiberContent': '7 g', 'proteinContent': '17 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1374 mg', 'sugarContent': '15 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",,state_mt,usa,3514.8,244.24000000000004,131.43,357.06
Jo's Rosemary Bread,https://www.allrecipes.com/recipe/17256/jos-rosemary-bread/,https://www.allrecipes.com/thmb/tA0Iu9YtB04cBZil6WQ3PQjx3A8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/767275-2676be8b23bc4712bcf58ba672688744.jpg,"['1 cup water', '3 tablespoons olive oil', '1.5 teaspoons white sugar', '1.5 teaspoons salt', '0.25 teaspoon Italian seasoning', '0.25 teaspoon ground black pepper', '1 tablespoon dried rosemary', '2.5 cups bread flour', '1.5 teaspoons active dry yeast']",12 servings,"{'calories': '138 kcal', 'carbohydrateContent': '22 g', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '292 mg', 'sugarContent': '1 g', 'fatContent': '4 g', 'servingSize': '1 - 1 1/2 pound loaf', 'unsaturatedFatContent': '0 g'}","appetizer,bread",jewish,usa,1651.66,43.71,47.22,259.86
Joanie's Pesach Brownies,https://www.allrecipes.com/recipe/85453/joanies-pesach-brownies/,https://www.allrecipes.com/thmb/sIEVewG-Woyy7Ul0N3ixAubzPQE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/556347-dc7baf6c844d421a837b46f5fd2409fd.jpg,"['0.5 cup butter', '2 (1 ounce) squares unsweetened chocolate, chopped', '2 eggs', '1 cup white sugar', '1 teaspoon vanilla extract', '3 tablespoons matzo meal', '0.5 cup potato starch', '0.5 teaspoon salt', '0.5 cup chopped walnuts', '0.5 cup semisweet chocolate chips']",12 servings,"{'calories': '261 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '51 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '8 g', 'sodiumContent': '166 mg', 'sugarContent': '21 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",dessert,jewish,usa,3428.9500000000003,45.31999999999999,197.44,396.77000000000004
Joe's Fusion Chicken Pad Thai,https://www.allrecipes.com/recipe/220124/joes-fusion-chicken-pad-thai/,https://www.allrecipes.com/thmb/Da9ijq-kS49PeYhpY0agl2-FdoQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/887290-8755279d3016479a8a75bcae10ec90f0.jpg,"['1 pound boneless, skinless chicken breast halves, cut into bite-size pieces', 'salt and ground black pepper to taste', '0.75 cup white sugar', '1 teaspoon ground cayenne pepper', '3 tablespoons white wine vinegar', '6 tablespoons fish sauce', '1 tablespoon creamy peanut butter', '1 tablespoon olive oil', '5 cloves garlic, minced', '4 large eggs, lightly beaten', '1 (16 ounce) package pad Thai rice noodles', '0.5 cup fresh bean sprouts', '2 cups beef broth', '0.5 cup chopped green onion']",5 servings,"{'calories': '585 kcal', 'carbohydrateContent': '90 g', 'cholesterolContent': '201 mg', 'fiberContent': '3 g', 'proteinContent': '29 g', 'saturatedFatContent': '3 g', 'sodiumContent': '1791 mg', 'sugarContent': '32 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",main,thai,asian,2930.5099999999998,245.79999999999998,99.68,257.21
Joe's General Tso's Chicken,https://www.allrecipes.com/recipe/197394/joes-general-tsos-chicken/,https://www.allrecipes.com/thmb/_Om0zQ4xEqSDNzySLxqOHp5_ej0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5631493-a9004f6a961d442dbdb73f244af9a112.jpg,"['4 cups vegetable oil for frying', '3 eggs', '0.5 cup cornstarch', '1 pound skinless, boneless chicken thighs, cut into bite-sized pieces', '1 tablespoon vegetable oil', '5 dried red pepper pods', '1.5 tablespoons rice vinegar', '2 tablespoons rice wine', '3 tablespoons white sugar', '3 tablespoons soy sauce', '2 teaspoons cornstarch', '3 green onions, thinly sliced']",3 servings,"{'calories': '865 kcal', 'carbohydrateContent': '62 g', 'cholesterolContent': '277 mg', 'fiberContent': '1 g', 'proteinContent': '38 g', 'saturatedFatContent': '9 g', 'sodiumContent': '1208 mg', 'sugarContent': '14 g', 'fatContent': '53 g', 'unsaturatedFatContent': '0 g'}",main,chinese,asian,9439.109999999999,139.02999999999997,936.44,147.32000000000002
Joe's Special Scramble,https://www.allrecipes.com/recipe/163602/joes-special-scramble/,https://www.allrecipes.com/thmb/XTxOQoSYlS3DP-vrcz2DZLsHnsg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/974918-16fea5e5f2a34f2185a02fc20a03e100.jpg,"['2 tablespoons olive oil', '2 pounds ground beef', '2 cloves garlic, minced', '2 onions, chopped', '1 (8 ounce) package sliced fresh mushrooms', '0.5 teaspoon ground nutmeg', '0.5 teaspoon dried oregano', '1 (10 ounce) package frozen chopped spinach, thawed and drained', '6 eggs', 'salt and pepper to taste']",6 servings,"{'calories': '441 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '281 mg', 'fiberContent': '3 g', 'proteinContent': '36 g', 'saturatedFatContent': '10 g', 'sodiumContent': '198 mg', 'sugarContent': '5 g', 'fatContent': '28 g', 'unsaturatedFatContent': '0 g'}",,state_wa,usa,3364.1199999999994,299.06,215.67,47.07
John's Chili,https://www.allrecipes.com/recipe/85752/johns-chili/,https://www.allrecipes.com/thmb/GJkWFrrlsxTqijYicz4YbQXWpwk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/558654-3b4a78306b3b44ccb528f415e7b3e9ea.jpg,"['1 tablespoon olive oil', '1 red bell pepper, finely chopped', '1 yellow bell pepper, finely chopped', '1 green bell pepper, finely chopped', '1 orange bell pepper, finely chopped', '1 large red onion, finely chopped', '1 stalk celery, chopped', '2 pounds ground pork', '2 pounds ground beef', '8 serrano chile peppers, diced', '3 (14.5 ounce) cans diced tomatoes', '1 (4.5 ounce) can diced green chile peppers', '3 (6 ounce) cans tomato paste', '2 (15 ounce) cans kidney beans', '6 tablespoons minced garlic', '1 fluid ounce key lime juice', '4 fluid ounces tequila', '16 fluid ounces beer', '2.5 tablespoons chili powder', 'salt and pepper to taste']",12 servings,"{'calories': '485 kcal', 'carbohydrateContent': '31 g', 'cholesterolContent': '95 mg', 'fiberContent': '9 g', 'proteinContent': '34 g', 'saturatedFatContent': '8 g', 'sodiumContent': '877 mg', 'sugarContent': '10 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",,state_tx,usa,7751.450000000001,597.0600000000002,372.36,422.33
John's Flammekueche,https://www.allrecipes.com/recipe/49700/johns-flammekueche/,https://www.allrecipes.com/thmb/Lca7BSDpt_7lbmvmncgHNmt1UaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4502693-fd436058d99641dd946eb0f1445dca98.jpg,"['18 ounces refrigerated French bread dough', '1 tablespoon olive oil, or as needed', '1 medium potato, thinly sliced', '3 slices smoked bacon', '0.25 cup butter', '0.5 cup chopped onion', '0.75 cup light cream', '1 pinch ground nutmeg', 'salt and pepper to taste']",4 servings,"{'calories': '616 kcal', 'carbohydrateContent': '69 g', 'cholesterolContent': '68 mg', 'fiberContent': '4 g', 'proteinContent': '16 g', 'saturatedFatContent': '16 g', 'sodiumContent': '1068 mg', 'sugarContent': '8 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",main,french,european,3650.4199999999996,85.07000000000001,177.16,435.74
John's Pimento Cheese Spread,https://www.allrecipes.com/recipe/64845/johns-pimento-cheese-spread/,https://www.allrecipes.com/thmb/Vk5hEHtrf1nfAXXZaxCo22gexaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/189597-bb21aabaa95f48d4b90b86f7db154c5d.jpg,"['2 cups shredded Cheddar cheese', '1 (4 ounce) jar chopped pimentos, drained', '1 teaspoon garlic powder, or to taste', '0.5 cup mayonnaise, or more if needed']",8 servings,"{'calories': '217 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '35 mg', 'fiberContent': '0 g', 'proteinContent': '7 g', 'saturatedFatContent': '8 g', 'sodiumContent': '256 mg', 'sugarContent': '1 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",appetizer,southern,usa,1697.6,54.52,157.98000000000002,15.690000000000003
Johnny Cake,https://www.allrecipes.com/recipe/7694/johnny-cake/,https://www.allrecipes.com/thmb/ghuEjvMSgUHvUTBlp1XeChGhiSo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/47750-b1e9019777b64a808c9dde04b4d0b22a.jpg,"['1 cup cornmeal', '0.5 cup milk', '0.5 cup shortening', '0.5 cup white sugar', '1.3332999944687 cups cake flour', '2.5 teaspoons baking powder', '1 teaspoon salt', '1 egg', '1 cup milk']",12 servings,"{'calories': '224 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '18 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '3 g', 'sodiumContent': '318 mg', 'sugarContent': '10 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",,state_ri,usa,2671.34,43.209999999999994,120.46,357.09
Johnnycakes,https://www.allrecipes.com/recipe/7123/johnnycakes/,https://www.allrecipes.com/thmb/i1Morw6HgZhgEJvTO2DwDNQFQkU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/97765-31a74d2fc08c48598ea1deab980fa0e3.jpg,"['2 cups stone ground cornmeal', '1 teaspoon salt', '4 tablespoons unsalted butter', '1 cup whole milk', '2 tablespoons boiling water']",10 servings,"{'calories': '144 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '15 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '4 g', 'sodiumContent': '252 mg', 'sugarContent': '1 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",,new_england,usa,1439.1999999999998,27.98,62.739999999999995,199.35000000000002
Johnsonville® Italian Sausage Lasagna,https://www.allrecipes.com/recipe/219946/johnsonville-italian-sausage-lasagna/,https://www.allrecipes.com/thmb/58WJTiXq0dpykdqebzMNPVS16Q4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4482197-johnsonville-italian-sausage-lasagna-duboo-4x3-1-a71407d8aecd407884f452f266ccec1d.jpg,"['1 (16 ounce) package Johnsonville® Italian Ground Sausage', '12 lasagna noodles, cooked and drained', '1 medium onion, chopped', '2 garlic cloves, minced', '4 cups marinara sauce', '1 teaspoon dried oregano', '2 (15 ounce) containers ricotta cheese', '1 egg, beaten', '0.5 cup grated Parmesan cheese, divided', '2 cups fresh spinach, chopped', '2 cups shredded mozzarella cheese']",6 servings,"{'calories': '889 kcal', 'carbohydrateContent': '71 g', 'cholesterolContent': '159 mg', 'fiberContent': '7 g', 'proteinContent': '52 g', 'saturatedFatContent': '20 g', 'sodiumContent': '1866 mg', 'sugarContent': '18 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",main,italian,european,5056.220000000001,270.2,271.78000000000003,373.36
Jollof Rice,https://www.allrecipes.com/recipe/67061/jollof-rice/,https://www.allrecipes.com/thmb/Po0b_9awfY4RmigzsTCI0SO4sKo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/67061-Jollof-Rice-Kim-4x3-1-81d36d6f6d7c4c3b883be209196b2288.jpg,"['1 tablespoon olive oil', '1 large onion, sliced', '2 (14.5 ounce) cans stewed tomatoes', '0.5 (6 ounce) can tomato paste', '1 teaspoon salt', '0.25 teaspoon black pepper', '0.25 teaspoon cayenne pepper', '0.5 teaspoon red pepper flakes', '1 tablespoon Worcestershire sauce', '1 teaspoon chopped fresh rosemary', '2 cups water', '1 (3 pound) whole chicken, cut into 8 pieces', '1 cup uncooked white rice', '1 cup diced carrots', '0.5 pound fresh green beans, trimmed and snapped into 1 to 2 inch pieces', '0.25 teaspoon ground nutmeg']",8 servings,"{'calories': '332 kcal', 'carbohydrateContent': '34 g', 'cholesterolContent': '46 mg', 'fiberContent': '4 g', 'proteinContent': '20 g', 'saturatedFatContent': '3 g', 'sodiumContent': '713 mg', 'sugarContent': '7 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",main,,african,9494.88,490.76,209.7,1357.88
Jollof Rice with Beef,https://www.allrecipes.com/recipe/215277/jollof-rice-with-beef/,https://www.allrecipes.com/thmb/GImw5W0z5fC5zKqy6BJJs70d6BQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9215802-9df80a976045431dbad209d9880ee085.jpg,"['3 tablespoons vegetable oil, divided', '1 onion, diced', '1 tablespoon minced garlic', '1 tablespoon minced fresh ginger root', '2 tablespoons tomato paste', '1 teaspoon cayenne powder', '3 large tomatoes, diced', '0.75 cup water', 'salt and ground black pepper to taste', '1 pound beef stew meat, cut into bite-size chunks', '4 cups jasmine rice', 'water to cover']",8 servings,"{'calories': '525 kcal', 'carbohydrateContent': '84 g', 'cholesterolContent': '31 mg', 'fiberContent': '3 g', 'proteinContent': '17 g', 'saturatedFatContent': '4 g', 'sodiumContent': '83 mg', 'sugarContent': '4 g', 'fatContent': '13 g', 'unsaturatedFatContent': '0 g'}",soups_and_stews,,african,2243.83,172.60999999999999,75.32,221.45
Jordan Marsh Style Blueberry Muffins,https://www.allrecipes.com/recipe/18058/jordan-marsh-style-blueberry-muffins/,https://www.allrecipes.com/thmb/k8KPelHvhPxjuOwMZ9b2e9Y8lZY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1280424-e78ce53889d445618dcf88ee6d39d261.jpg,"['0.5 cup shortening', '1 cup white sugar', '1 teaspoon vanilla extract', '2 eggs', '2 cups all-purpose flour', '2 teaspoons baking powder', '0.5 teaspoon salt', '0.5 cup milk', '1 pint blueberries', '2 tablespoons white sugar']",12 servings,"{'calories': '258 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '32 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '3 g', 'sodiumContent': '173 mg', 'sugarContent': '22 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",,state_me,usa,3083.8299999999995,44.69,116.62,468.61999999999995
Joy's Prizewinning Trifle,https://www.allrecipes.com/recipe/19832/joys-prizewinning-trifle/,https://www.allrecipes.com/thmb/76D2KHEiqAWhyPO2XzA8XvxfAAc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2117391-0cce950b1cc34b96971e01a531a08205.jpg,"['1 (12 ounce) container frozen whipped topping, thawed', '1 (8 ounce) container sour cream', '1 (9 inch) angel food cake', '1 (3.4 ounce) package instant vanilla pudding mix', '3 kiwis, peeled and sliced', '1 pint fresh strawberries, sliced', '3 bananas, peeled and sliced', '1 (15 ounce) can crushed pineapple, drained', '1 sprig fresh mint']",15 servings,"{'calories': '231 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '7 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '6 g', 'sodiumContent': '270 mg', 'sugarContent': '17 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",,uk_ireland,european,2889.15,22.21,134.70000000000002,427.32
