title,recipe_link,img_link,ingredients,yield,nutrients,region,subregion,meal_type,total_calories,total_protein,total_fat,total_carb
Cucumber Gyro Sauce,https://www.allrecipes.com/recipe/169789/cucumber-gyro-sauce/,https://www.allrecipes.com/thmb/qqAcfyWvBod0SSeWUpf3iHGAQA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8310341-e262b96443f741ea87c863ba0b678cb5.jpg,"['1 cup sour cream', '0.66666668653488 cup peeled and grated cucumber', '0.5 teaspoon minced garlic', '0.5 teaspoon chopped fresh dill', '0.25 teaspoon prepared mustard', '0.25 teaspoon garlic powder']",6 servings,"{'calories': '85 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '17 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '5 g', 'sodiumContent': '21 mg', 'sugarContent': '0 g', 'fatContent': '8 g', 'servingSize': '1 1/2 cups', 'unsaturatedFatContent': '0 g'}",european,greek,na,476.52,6.56,44.68,15.56
Cucumber Salad with Rice Vinegar,https://www.allrecipes.com/recipe/14159/cucumber-salad-i/,https://www.allrecipes.com/thmb/gLlDImNAnZXZqQ93EFjJ1aNrlxQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8299684-8ed84f107fcd47669c324b83598e3801.jpg,"['2 cucumbers, peeled and thinly sliced', '0.5 red onion, thinly sliced', '1.5 cups water', '0.5 cup rice wine vinegar', '1 teaspoon white sugar', '0.25 teaspoon seasoning salt']",4 servings,"{'calories': '47 kcal', 'carbohydrateContent': '11 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'sodiumContent': '691 mg', 'sugarContent': '8 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,salad,119.21,3.27,0.55,23.73
Cucumber Sunomono,https://www.allrecipes.com/recipe/14050/cucumber-sunomono/,https://www.allrecipes.com/thmb/r4k9AWhgG5-TB_60dXK0F9QiS2I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4523461-5ba0ee1b47244ad593372e984b104a4f.jpg,"['2 large cucumbers, peeled', '0.33333334326744 cup rice vinegar', '4 teaspoons white sugar', '1 teaspoon salt', '1.5 teaspoons minced fresh ginger root']",5 servings,"{'calories': '27 kcal', 'carbohydrateContent': '6 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'sodiumContent': '467 mg', 'sugarContent': '3 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",asian,japanese,na,165.63,3.7,0.65,37.7
Cucumber Sunomono,https://www.allrecipes.com/recipe/14050/cucumber-sunomono/,https://www.allrecipes.com/thmb/r4k9AWhgG5-TB_60dXK0F9QiS2I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4523461-5ba0ee1b47244ad593372e984b104a4f.jpg,"['2 large cucumbers, peeled', '0.33333334326744 cup rice vinegar', '4 teaspoons white sugar', '1 teaspoon salt', '1.5 teaspoons minced fresh ginger root']",5 servings,"{'calories': '27 kcal', 'carbohydrateContent': '6 g', 'fiberContent': '1 g', 'proteinContent': '1 g', 'sodiumContent': '467 mg', 'sugarContent': '3 g', 'fatContent': '0 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"salad,salad,side,side",165.63,3.7,0.65,37.7
Cucumber and Avocado Sushi,https://www.allrecipes.com/recipe/99204/cucumber-and-avocado-sushi/,https://www.allrecipes.com/thmb/g_oDjN4ep2LVB1xhYZ9ekpODHaE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/118948-256020d3a201434b99fd97fea6cab9a2.jpg,"['1.25 cups water', '1 cup uncooked glutinous white rice (sushi rice)', '3 tablespoons rice vinegar', '1 pinch salt', '4 sheets nori (dry seaweed)', '0.5 medium cucumber, sliced into thin strips', '1 medium avocado - peeled, pitted and sliced']",6 servings,"{'calories': '171 kcal', 'carbohydrateContent': '29 g', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '6 mg', 'sugarContent': '1 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",asian,japanese,"dessert,na,main",676.67,12.01,31.07,91.22
Cucumber and Tomato Salad with Mayo,https://www.allrecipes.com/recipe/60635/tomato-cucumber-salad-ii/,https://www.allrecipes.com/thmb/aGejg1TlhxAbFrpSOsZgxkZrzcE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/209722-a66d903a5eda4f91806f476b1b91c63e.jpg,"['4 medium fresh tomatoes, cut into 1 inch chunks', '1 large cucumber, sliced', '0.5 red onion, diced', '0.25 cup mayonnaise', '2 cloves garlic, minced', '2 teaspoons fresh ground black pepper', 'salt to taste']",4 servings,"{'calories': '142 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '5 mg', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '87 mg', 'sugarContent': '5 g', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"salad,salad,side",553.43,8.26,42.72,40.92
Cullen Skink,https://www.allrecipes.com/recipe/89124/cullen-skink/,https://www.allrecipes.com/thmb/vFbEhbgtYdJ6rM1zgR3VbJyU1zA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3822891-f09d2f5910794991be8c18b8f93ed199.jpg,"['2 pounds smoked haddock fillets, undyed', '2.5 cups milk', '2 large baking potatoes, peeled and diced', '1 large onion, finely chopped', 'ground black pepper to taste', '2 tablespoons chopped fresh parsley for garnish']",6 servings,"{'calories': '329 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '125 mg', 'fiberContent': '3 g', 'proteinContent': '44 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1207 mg', 'sugarContent': '7 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",european,uk_ireland,"na,na,na",2002.2,266.94,21.94,172.43
Curried Beef with Winter Vegetables,https://www.allrecipes.com/recipe/84009/curried-beef-with-winter-vegetables/,https://www.allrecipes.com/thmb/o_ZLUvvZskBKCvXIBnzfEmpDbmM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4464921-7b652509acd2407b95f53e9b4bb77296.jpg,"['0.5 pound beef for stew, such as beef chuck roast, cut into 1-inch chunks', '3 tablespoons olive oil', '2 (3 inch) pieces fresh ginger root, peeled and diced', '3 cloves garlic, minced', '2 onions, peeled and diced', '2 celery ribs, chopped', '2 tablespoons curry powder, or to taste', '2 teaspoons coriander powder', '1 teaspoon Asian five-spice powder', '1 teaspoon ground turmeric', '2 carrots, peeled and sliced', 'parsnips, peeled and sliced', '2 potatoes, peeled and cubed', '1 zucchini, sliced', '2 apples - peeled, cored and chopped', '1 cup raisins', '1 cup cashews', '0.5 cup water']",8 servings,"{'calories': '343 kcal', 'carbohydrateContent': '41 g', 'cholesterolContent': '16 mg', 'fiberContent': '5 g', 'proteinContent': '10 g', 'saturatedFatContent': '4 g', 'sodiumContent': '159 mg', 'sugarContent': '17 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",asian,pakistani,na,3771.59,184.63,176.6,404.3
Curried Chicken Salad with Greek Yogurt,https://www.allrecipes.com/recipe/262688/curried-chicken-salad-with-greek-yogurt/,https://www.allrecipes.com/thmb/beJTRf5V2FY_iA0feWyzWH81qA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9333641-a07a1dbf71594d16bc0b79a808d56715.jpg,"['1 pound cooked chicken breast, chopped', '2 stalks celery, chopped', '0.5 cup sliced almonds', '0.75 cup Greek yogurt', '2 teaspoons honey', '1.5 teaspoons lemon juice', '1.5 teaspoons curry powder', 'salt and ground black pepper to taste']",4 servings,"{'calories': '346 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '94 mg', 'fiberContent': '2 g', 'proteinContent': '36 g', 'saturatedFatContent': '5 g', 'sodiumContent': '150 mg', 'sugarContent': '5 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,"salad,salad",1239.03,170.97,44.82,36.13
Curried Coconut Chicken,https://www.allrecipes.com/recipe/68532/curried-coconut-chicken/,https://www.allrecipes.com/thmb/GKLDyXGCRrqRKI8OQ0pg_Gk5SoI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3591067-070224a981c14ae18dd3618be5c93e4e.jpg,"['2 pounds boneless skinless chicken breasts, cut into 1/2-inch chunks', 'salt and ground black pepper to taste', '1.5 tablespoons vegetable oil', '2 tablespoons curry powder', '0.5 onion, thinly sliced', '2 cloves garlic, crushed', '1 (14.5 ounce) can stewed, diced tomatoes', '1 (14 ounce) can coconut milk', '1 (8 ounce) can tomato sauce', '3 tablespoons sugar']",6 servings,"{'calories': '375 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '78 mg', 'fiberContent': '3 g', 'proteinContent': '32 g', 'saturatedFatContent': '14 g', 'sodiumContent': '807 mg', 'sugarContent': '11 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",asian,thai,"na,main",2786.94,297.5,140.32,88.21
Curried Corn,https://www.allrecipes.com/recipe/216669/curried-corn/,https://www.allrecipes.com/thmb/z_vIP0I3zeD6sxFFoMpMM4s4eiY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/621936-eeb9dba4a8ef4b12913ce07557fd94c1.jpg,"['3 tablespoons butter', '2 cups frozen corn', '2 tablespoons chopped green bell pepper', '2 tablespoons chopped onion', '0.5 teaspoon curry powder', '0.5 cup sour cream', 'salt and ground black pepper to taste']",4 servings,"{'calories': '214 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '36 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '9 g', 'sodiumContent': '80 mg', 'sugarContent': '3 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",asian,indian,side,884.66,14.98,59.67,89.41
Curried Cumin Potatoes,https://www.allrecipes.com/recipe/38033/curried-cumin-potatoes/,https://www.allrecipes.com/thmb/q-Q0s4yUgSwFd1_dFXbNFqchyZg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6436447-43399d3c97294adeaed33b9ed7a53d6b.jpg,"['2 pounds new potatoes, cut into 1/4 inch thick pieces', '2 tablespoons olive oil', '2 tablespoons cumin seed', '2 teaspoons ground turmeric', '2 teaspoons curry powder', '2 teaspoons coarse sea salt', '1 teaspoon ground black pepper', '3 tablespoons chopped fresh cilantro']",8 servings,"{'calories': '128 kcal', 'carbohydrateContent': '21 g', 'fiberContent': '3 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '451 mg', 'sugarContent': '1 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",asian,indian,side,1166.85,26.33,31.78,205.16
Curried Israeli Couscous,https://www.allrecipes.com/recipe/270767/curried-israeli-couscous/,https://www.allrecipes.com/thmb/7zAXwtiZDaTn8LXMlUcW9rnP9Ko=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6420668-18e809ad185a4ef883ef9b674a03ef3e.jpg,"['2 tablespoons olive oil', '0.25 cup minced onion', '2 cubes vegetable bouillon', '1 teaspoon yellow curry powder', '0.5 teaspoon oregano', '2 cups pearl (Israeli) couscous', '2.5 cups water']",8 servings,"{'calories': '174 kcal', 'carbohydrateContent': '30 g', 'fiberContent': '2 g', 'proteinContent': '5 g', 'saturatedFatContent': '1 g', 'sodiumContent': '9 mg', 'sugarContent': '0 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,israeli,na,822.19,22.32,30.49,114.83
Curried Stuffed Acorn Squash,https://www.allrecipes.com/recipe/229737/curried-stuffed-acorn-squash/,https://www.allrecipes.com/thmb/dDe9HNTCXRgVYddUx-ZztWYuFbI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4527805-dd286cef5adc4784acfc887e3d6fed04.jpg,"['2 acorn squash, halved and seeded', '1 tablespoon olive oil, or as needed', '0.5 cup diced red bell pepper', '0.5 cup sliced daikon radish', '0.25 cup sliced leek', '0.25 cup diced celery', '1 jalapeno pepper, diced', '1 tablespoon minced garlic', '2 cups vegetable stock', '1 cup brown rice', '1 cup chopped collard greens', '1 tablespoon curry powder', '1.5 teaspoons red curry paste', '0.25 cup chopped walnuts', '0.5 cup crumbled feta cheese']",4 servings,"{'calories': '401 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '17 mg', 'fiberContent': '9 g', 'proteinContent': '10 g', 'saturatedFatContent': '4 g', 'sodiumContent': '501 mg', 'sugarContent': '10 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}",usa,southern,side,1139.87,33.84,54.32,146.97
Curried Sweet Potato Latkes,https://www.allrecipes.com/recipe/230268/curried-sweet-potato-latkes/,https://www.allrecipes.com/thmb/x63JABNzBIAGUFmjZtIprIUfNpI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1129492-6c2e1af00dd04a7eb3421da005454971.jpg,"['0.5 cup all-purpose flour', '1 tablespoon curry powder', '2 teaspoons white sugar', '1 teaspoon brown sugar', '1 teaspoon baking powder', '1 teaspoon ground cumin', '0.75 teaspoon salt', '0.5 teaspoon cayenne pepper', '0.25 teaspoon black pepper', '2 eggs, lightly beaten', '0.5 cup milk', '4 cups peeled, shredded sweet potato', '2 cups oil for frying, or as needed']",6 servings,"{'calories': '224 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '451 mg', 'sugarContent': '7 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,side,5192.45,40.54,463.23,238.36
Curried Wild Rice and Squash Soup,https://www.allrecipes.com/recipe/29776/curried-wild-rice-and-squash-soup/,https://www.allrecipes.com/thmb/xC3_veNQhmXhbbU6IyV1nmBht08=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3046825-23d77f46fe5f46f8b55f7e9f47aa71a4.jpg,"['1 cup uncooked wild rice', '3 cups water', '2.5 pounds butternut squash - peeled, seeded, and cubed', '2.5 cups chicken broth', '0.5 cup orange juice', '2 tablespoons butter', '1 medium onion, chopped', '1 clove garlic, finely chopped', '1.5 teaspoons curry powder', '1.25 teaspoons salt', '0.5 teaspoon ground black pepper']",4 servings,"{'calories': '309 kcal', 'carbohydrateContent': '61 g', 'cholesterolContent': '15 mg', 'fiberContent': '8 g', 'proteinContent': '8 g', 'saturatedFatContent': '4 g', 'sodiumContent': '784 mg', 'sugarContent': '11 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,state_mn,na,974.34,23.86,26.83,182.52
Curry Chicken Salad,https://www.allrecipes.com/recipe/9042/curry-chicken-salad/,https://www.allrecipes.com/thmb/oHN29wc07h1Zbj9xH6Fm7SPO-Js=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3893978-6b593f98d5af467e87f6bc2f9602893c.jpg,"['3 cooked skinless, boneless chicken breast halves, chopped', '3 stalks celery, chopped', '0.5 cup low-fat mayonnaise', '2 teaspoons curry powder']",6 servings,"{'calories': '77 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '37 mg', 'fiberContent': '1 g', 'proteinContent': '14 g', 'saturatedFatContent': '0 g', 'sodiumContent': '46 mg', 'sugarContent': '0 g', 'fatContent': '2 g', 'unsaturatedFatContent': '0 g'}",usa,jewish,"salad,salad",913.18,113.63,40.26,17.87
Curry Chicken Salad with Grapes,https://www.allrecipes.com/recipe/232743/curry-chicken-salad-with-grapes/,https://www.allrecipes.com/thmb/ZHcdyM7K53y0hTnzwdXkeUz4BO4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1019464-82cefef34c3b434095aaa86ca5cb9333.jpg,"['0.5 cup butter', '2 cups mayonnaise', '0.25 cup minced garlic', '2 tablespoons chopped fresh parsley', '1 teaspoon curry powder', '4 cups shredded cooked chicken', '2 cups halved red grapes', '0.5 cup toasted slivered almonds']",12 servings,"{'calories': '440 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '58 mg', 'fiberContent': '1 g', 'proteinContent': '10 g', 'saturatedFatContent': '10 g', 'sodiumContent': '284 mg', 'sugarContent': '5 g', 'fatContent': '42 g', 'unsaturatedFatContent': '0 g'}",usa,state_ca,salad,5555.24,149.67,518.72,80.66
Curry Chicken and Rice,https://www.allrecipes.com/recipe/216812/curry-chicken-and-rice/,https://www.allrecipes.com/thmb/Rg8-FSjGHA0SWMEiUrJVmlb9bRA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4107491-490d3cb91aad47b5a9d0103dc4f905ed.jpg,"['0.25 cup butter', '1 onion, chopped', '3 stalks celery, chopped', '1 (4 ounce) can sliced mushrooms, drained', '1 (6 ounce) package long grain and wild rice mix', '1.5 cups water', '1 (10.75 ounce) can condensed golden mushroom soup', '1 cup sour cream', '1 tablespoon curry powder', '4 bone-in chicken thighs, skin removed', 'salt and ground black pepper to taste', '0.25 cup grated Parmesan cheese']",4 servings,"{'calories': '642 kcal', 'carbohydrateContent': '50 g', 'cholesterolContent': '134 mg', 'fiberContent': '4 g', 'proteinContent': '30 g', 'saturatedFatContent': '19 g', 'sodiumContent': '1569 mg', 'sugarContent': '6 g', 'fatContent': '36 g', 'unsaturatedFatContent': '0 g'}",usa,state_mn,"na,na",2391.5,148.56,172.84,77.68
Curry Dip,https://www.allrecipes.com/recipe/235979/curry-dip/,https://www.allrecipes.com/thmb/UCADTPFZW7sPit_8zhxC4e6WW2s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8195705-4a0654bca7564634afce3934608888a1.jpg,"['2 cups mayonnaise', '2 teaspoons tarragon vinegar', '2 teaspoons prepared horseradish', '2 teaspoons finely grated onion', '0.5 teaspoon curry powder']",16 servings,"{'calories': '198 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '10 mg', 'proteinContent': '0 g', 'saturatedFatContent': '3 g', 'sodiumContent': '158 mg', 'sugarContent': '0 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",asian,indian,appetizer,3013.52,5.12,329.73,6.29
Curry Pasta - Pakistani Style,https://www.allrecipes.com/recipe/215241/curry-pasta-pakistani-style/,https://www.allrecipes.com/thmb/wmWBHaDu3ZTzfmMuETWFsgR9o2o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2250379-e20778c4cdae42d8a462bc32f144d2a9.jpg,"['0.25 cup chickpea flour (besan)', '4 red bell peppers, seeded and diced', '3 fresh curry leaves', '1 pound cubed skinless, boneless chicken', '1 tablespoon ginger garlic paste', '1 teaspoon ground turmeric', '2 teaspoons hot paprika', '0.25 cup water', '1 (2 ounce) package coconut milk powder', '1 cup water', '1 (16 ounce) package spaghetti', '3 green chile peppers, sliced into thin rings', '0.5 cup chopped fresh cilantro', '1 lemon, cut into thin slices']",4 servings,"{'calories': '725 kcal', 'carbohydrateContent': '105 g', 'cholesterolContent': '59 mg', 'fiberContent': '8 g', 'proteinContent': '42 g', 'saturatedFatContent': '9 g', 'sodiumContent': '213 mg', 'sugarContent': '10 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",asian,pakistani,na,2391.54,191.54,63.68,264.42
Curry Pineapple Fried Rice,https://www.allrecipes.com/recipe/214222/curry-pineapple-fried-rice/,https://www.allrecipes.com/thmb/_rX1Yuewcm_lHW8Nu_brM1RtIW0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2525483-aeb6d80491d448009a0e05f7c50d0f43.jpg,"['3 cups water', '1.5 cups uncooked white rice', '2 tablespoons Asian fish sauce', '2 tablespoons pineapple juice', '1 tablespoon curry powder', '1 tablespoon vegetable oil', '1 pound boneless chicken meat, cubed', '1 medium onion, sliced', '1 (20 ounce) can pineapple chunks, drained']",6 servings,"{'calories': '352 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '38 mg', 'fiberContent': '2 g', 'proteinContent': '17 g', 'saturatedFatContent': '1 g', 'sodiumContent': '409 mg', 'sugarContent': '15 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",asian,thai,"na,main",2742.37,188.47,63.8,344.79
Curry Stand Chicken Tikka Masala Sauce,https://www.allrecipes.com/recipe/228293/curry-stand-chicken-tikka-masala-sauce/,https://www.allrecipes.com/thmb/lJ169GzFu7VEmlkua2mdaRcURFE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5504832-f7fe7d4ed66548ada02df20a5069242d.jpg,"['2 tablespoons ghee (clarified butter)', '1 onion, finely chopped', '4 cloves garlic, minced', '1 tablespoon ground cumin', '1 teaspoon salt, or more to taste', '1 teaspoon ground ginger', '1 teaspoon cayenne pepper', '0.5 teaspoon ground cinnamon', '0.25 teaspoon ground turmeric', '1 (14 ounce) can tomato sauce', '1 cup heavy whipping cream', '1 tablespoon white sugar, or more to taste', '2 teaspoons paprika', '1 tablespoon vegetable oil', '4 skinless, boneless chicken breast halves, cut into bite-size pieces', '0.5 teaspoon curry powder']",6 servings,"{'calories': '328 kcal', 'carbohydrateContent': '13 g', 'cholesterolContent': '106 mg', 'fiberContent': '2 g', 'proteinContent': '18 g', 'saturatedFatContent': '13 g', 'sodiumContent': '981 mg', 'sugarContent': '7 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",asian,indian,"na,main",2324.85,165.34,158.85,64.94
